"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2016-P","572",1058.51718682081,"Watanabe, Osamu","Izumo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,480.135319455784,"Heavy"
"2016-P","EXH",412.509653462724,"Andrea, Anna e Pato, Turmolli","Terricciola","Tuscany","Italy","Campionato dello Zuccone",NA,NA,270.793445261227,405.04121639223,0,"Big Max",9,187.111231362036,"Medium"
"2013-P","500",816.381965102823,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off","934 Schieder 11",NA,NA,860.929787616,0,"Champion",9,370.304630376247,"Heavy"
"2019-P","1592",111.916544158318,"Ito, Masayuki","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,50.7644905069812,"Light"
"2014-P","1486",275.107307464101,"Gabriele, Rosso","Arezzo","Other","Italy","Campionato dello Zuccone","952 Bartoli",NA,228.835684941308,274.291384850074,0,"Spirit",9,124.78657559696,"Light"
"2020-P","308",1191.52121196948,"Joebstl, Waltraud","St. Oswald","Styria","Austria","Leiserberge Weigh-off","1594 Johnston-Butler","2138 Biermans",372.37039990262,1282.88532666527,0,"Rouge Vif d’Etampes",9,540.46493044251,"Heavy"
"2019-P","1410",262.570660344488,"Kinoshita, Akiko","Shodoshima","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Big Max",9,119.100048118121,"Light"
"2013-P","DMG",288.196830073181,"Barreca, Alessandro",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,241.141599150615,299.527883686002,0,"Big Max",9,130.723883179382,"Light"
"2017-P","1500",130.740057382439,"Liberatori, Lido","Inverigo","Lombardy","Italy","Festa della zucca di sale","unknow","unknow",177.875152704758,125.847441666597,NA,"Dill's Atlantic",9,59.3026924820363,"Light"
"2013-P","1129",338.490454469615,"koko 1, Izumonorin","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",9,153.53668746525,"Light"
"2018-P","1730",46.7074854010556,"Honda, Saburo","Seiyo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Early Giant",9,21.1861589998052,"Light"
"2017-P","1260",364.404049840021,"Turmolli, Andrea, Anna and Pato","Pontremoli","Tuscany","Italy","Campionato dello Zuccone",NA,NA,248.372579445274,365.655467297574,0,"Jack O'Lantern",9,165.290896604533,"Light"
"2014-P","930",640.567669565906,"Giuseppina, Monceri","Siena","Other","Italy","Festa della zucca di sale",NA,NA,304.546434566866,734.20928195487,0,"Prizewinner",9,290.556607383776,"Medium"
"2016-P","1279",353.219270935571,"Puchner, Wilfried","Langenlois","Lower Austria","Austria","Austrian Weigh-off","Garofano Vuolo 15",NA,0,0,0,"Casper",9,160.217566233338,"Light"
"2013-P","1209",296.654558872564,"Mizumoto, Michiko","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,134.560244430311,"Light"
"2017-P","1135",469.60827197455,"Citybunkajigyoubu Koga, Kabuchikigaisha Jrhakata","Takamatsu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,213.01072905654,"Medium"
"2014-P","1018",604.643619383882,"Turmolli, Andrea","Dogliani","Other","Italy","Festa della zucca di sale","1753 bryson","self",302.551863099891,662.258322653669,0,"Howden",9,274.261732321713,"Medium"
"2014-P","995",617.19410724602,"Jaglarz, Mario","Gols","Burgenland","Austria","Austrian Weigh-off",NA,NA,283.245431097714,575.537934687459,4.94536444899777,"Big Max",9,279.954537855756,"Medium"
"2019-P","1527",162.842757957143,"Salvagni, Augusto","Viarigi","Piedmont","Italy","Pesa la Zucca! Foiano",NA,NA,189.636471716819,167.570501249379,0,"Jack O'Lantern",9,73.8642325191169,"Light"
"2019-P","1618",109.659057556745,"Priglhofer, Wolfgang",NA,"Vienna","Austria","Austrian Weigh-off","2043 Clementz",NA,149.833778642662,67.0287847688764,41.012258561231,"Rouge Vif d’Etampes",9,49.7405118091305,"Light"
"2014-P","1052",554.079501611048,"Takahashi, Masahiro","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,251.326234304174,"Medium"
"2016-P","1390",304.447303778572,"Ragosta, Giovanni","Peccioli","Other","Italy","Festa della zucca di sale",NA,NA,238.001185932282,307.230776910391,0,"Rouge Vif d’Etampes",9,138.094974061032,"Light"
"2021-P","499",1026.0140855652,"Salvagni, Augusto","Viarigi","Piedmont","Italy","Campionato dello Zuccone","2174 Daletas","Self",357.309721248797,1066.1750361761,0,"Big Moose",9,465.392160724904,"Heavy"
"2013-P","456",990.924165559497,"Giovanni, Riva","Siena","Other","Italy","Festa della zucca di sale","948 Young","1321 Checkon",372.802910716108,883.09345903158,9.05963773852388,"Cinderella",9,449.475640746405,"Heavy"
"2019-P","710",776.845997644702,"Wischer, Andreas","Ernstbrunn","Lower Austria","Austria","Austrian Weigh-off","Karkos 2018",NA,325.497418030985,789.770342489271,0,"Atlantic Giant",9,352.371417196675,"Medium"
"2013-P","1056",429.451993017811,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Blue Hubbard",9,194.796147314173,"Medium"
"2016-P","1613",75.0213196899396,"High School No 2, Nogyokeiei","Kurashiki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,34.0290981986874,"Light"
"2013-P","500",901.620060625351,"Schoetzer, Alexander","Ullrichskirchen","Other","Austria","Austrian Weigh-off","934 Schieder 11",NA,351.300772188528,938.308428175005,0,"Wolf",9,408.967980138597,"Heavy"
"2020-P","724",755.820317830731,"Nakajima, Kosuke","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,342.834329258994,"Medium"
"2021-P","842",549.454295179721,"Migliorini, Roberto","Teglio","Lombardy","Italy","Sfida degli Zucconi della Brianza","877.4 Jaglarz '18","self",291.365361368467,583.77115973502,0,"Early Giant",9,249.228275957249,"Medium"
"2017-P","999",582.645024482791,"Raduazzo, Leonardo","Sirtori","Lombardy","Italy","Festa della zucca di sale","Turmolli","Self",NA,605.330530917409,0,"Early Giant",9,264.283337523857,"Medium"
"2017-P","1567",64.4232841295546,"., Francesco","Pietravairano","Campania","Italy","Pesa la Zucca! Foiano",NA,NA,141.507253822592,74.8663030953724,0,"Jack O'Lantern",9,29.221910131508,"Light"
"2019-P","1004",551.796790968317,"Lacina, Martin","Riederberg","Lower Austria","Austria","Austrian Weigh-off","2020.5 Weishaeupl",NA,308.818907078397,539.527263254246,1.96169125527305,"Cinderella",9,250.290814173714,"Medium"
"2017-P","1047",563.937031465685,"Hammerl, Joachim","Riederberg","Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,0,NA,"Champion",9,255.797534633284,"Medium"
"2019-P","1157",421.072384788027,"Markl, Michael","Buers","Vorarlberg","Austria","Austrian Weigh-off","Rudorfer",NA,265.041463895154,439.163292205901,NA,"Cinderella",9,190.995220957553,"Medium"
"2015-P","601",942.429096741006,"Vendepane, Giulio",NA,"Other","Italy","Festa della zucca di sale",NA,NA,347.570358748525,1057.18703205848,0,"Spirit",9,427.478647547712,"Heavy"
"2018-P","646",944.884489912138,"Aininger, Gerald",NA,"Lower Austria","Austria","Austrian Weigh-off","1644 Gehweiler","2252 Paton",345.991782676443,894.294754972615,NA,"Casper",9,428.592395155488,"Heavy"
"2018-P","195",1562.21098045146,"Lacina, Martin",NA,"Lower Austria","Austria","Austrian Weigh-off","1944 Conolly 18",NA,428.50648295842,NA,0,"Wolf",9,708.606981063002,"Heavy"
"2019-P","1699",46.7939738393486,"Urataki, Noboru","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Blue Hubbard",9,21.2253894955081,"Light"
"2021-P","EXH",802.402752374341,"Gobbi, Alessio","Pontoglio","Lombardy","Italy","Sfida degli Zucconi della Brianza","1686.5 Cutrupi '18",NA,321.825634224288,805.989532587175,0,"Early Giant",9,363.963766144001,"Heavy"
"2015-P","511",1033.9377658322,"Cardini, Giovanni",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,362.88750766298,1069.53620467822,0,"Wolf",9,468.986281636334,"Heavy"
"2013-P","1524",45.3782619025767,"Yato, Nobuyuki",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,20.5832333628705,"Light"
"2020-P","DMG",1037.84430756841,"Maffessoli, Valter","Caiazzo","Campania","Italy","Campionato dello Zuccone","561 Ragosta","Self",350.751309627854,1029.57481938908,5.77436530913682,"Spirit",9,470.758259160962,"Heavy"
"2015-P","1024",681.447593413225,"Nibu, Kanehiro","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,309.099428927101,"Medium"
"2014-P","346",1184.14956320098,"Barrella, Alessio",NA,"Other","Italy","Pesa la Zucca! Foiano","2032 Mathison",NA,408.166363325891,1347.28020329015,0,"Champion",9,537.121206806796,"Heavy"
"2018-P","1745",29.0033956077949,"Ito, Nobuyoshi","Shimoniikawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,13.1557189517873,"Light"
"2018-P","116",1781.09956050944,"Prandi, Giuseppe","Sale Marasino","Lombardy","Italy","Festa della zucca di sale","1625 gartner","1625 gartner",415.244375322531,1456.23068829459,15.2097547465325,"Howden",9,807.893170857434,"Heavy"
"2015-P","1354",407.686005732831,"Hoefler, Nobert",NA,"Other","Austria","Austrian Weigh-off","1085 Wuersching 11",NA,0,0,0,"Prizewinner",9,184.923261556188,"Medium"
"2016-P","572",976.156013350996,"Fujioka, Tadashi","Nagano","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,442.77691958563,"Heavy"
"2019-P","1554",144.777607491643,"Mathias, Franz","St. Margarethen","Carinthia","Austria","Austrian Weigh-off","1524,8 Melka","self",NA,153.844502647347,0,"Prizewinner",9,65.6700181050642,"Light"
"2019-P","1701",48.0740993338261,"Taho, Jiro","Kurashiki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,21.8060446524456,"Light"
"2014-P","1237",454.768154626381,"Nardi, Enzo","Marone","Other","Italy","Pesa la Zucca! Foiano",NA,NA,269.258763890952,453.589814551148,0,"Atlantic Giant",9,206.279365057507,"Medium"
"2018-P","859",755.344972039327,"Puchner, Thomas","Haag am Hausruck","Upper Austria","Austria","Austrian Weigh-off","793.6 Melka","695 Kaar 17",0,0,NA,"Early Giant",9,342.618716034902,"Medium"
"2015-P","1776",44.6487377597763,"Tanabe, Noriaki","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,20.2523267779654,"Light"
"2020-P","1362",58.3176508461477,"Yukio, Ooe","Noda","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,26.4524414601366,"Light"
"2018-P","1229",480.060741298488,"Peebes, Gianni",NA,"Veneto","Italy","Festa della zucca di sale",NA,NA,270.814535513549,456.918683040512,0,"Wolf",9,217.751889389538,"Medium"
"2014-P","730",869.662898678309,"Sartini, Valerio",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,349.525265976976,828.525325395401,0,"Cinderella",9,394.472455312564,"Heavy"
"2020-P","630",828.041461168333,"Puchner, Thomas",NA,"Lower Austria","Austria","Leiserberge Weigh-off","368 Joebstl","1369 Arsens",344.654757202017,906.39646896474,0,"Rouge Vif d’Etampes",9,375.593288829607,"Heavy"
"2021-P","229",1597.01522547357,"Augusto, Salvagni","Chiari","Lombardy","Italy","Sfida degli Zucconi della Brianza","2060,2 Paton '20","2416.5 Haist '18",427.093647507334,1582.60902089234,0,"Big Max",9,724.39392104864,"Heavy"
"2014-P","1728",52.4027369342183,"Kakiki, Ryoga","Shirako","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,23.7694816404786,"Light"
"2017-P","736",793.626625601884,"Spreafico, Luca","Novellara","Emilia-Romagna","Italy","Festa della zucca di sale","1684 Willemjns","1944 Connoly",334.828125161402,876.760685709735,0,"Cinderella",9,359.982982001861,"Medium"
"2018-P","1000",562.970261332362,"Turmolli, Andrea","Calcio","Lombardy","Italy","Festa della zucca di sale","2009 wallace cross","1945 stelt",272.106053653721,562.856107505173,NA,"Big Moose",9,255.359015077265,"Medium"
"2014-P","513",1005.34371851328,"Ooe, Yukio","Marugame, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,456.016239945053,"Heavy"
"2018-P","1078",588.67199942593,"Cutrupi, Stefano","Foiano della Chiana","Tuscany","Italy","Campionato dello Zuccone","563 Garofano","Open",278.983272091153,567.107926319298,1.00825436832074,"Champion",9,267.017127372246,"Medium"
"2019-P","1664",69.2756010465179,"Utsunomiya, Hiroyoshi",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Early Giant",9,31.4228840618645,"Light"
"2019-P","EXH",1043.20606695731,"Sanita, Alessandro","Castelfiorentino","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,331.684848045253,755.82480839088,36.3005237625152,"Early Giant",9,473.190312309544,"Heavy"
"2014-P","1576",174.591006030682,"Miyazaki, Masahiro","Hokuto, Yamanashi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,79.1931482061414,"Light"
"2018-P","642",965.023923177244,"Kurzreiter, Lukas","Riederberg","Lower Austria","Austria","Austrian Weigh-off","2090.5 Stelts",NA,358.669475328282,1164.43255034283,0,"Autumn Gold",9,437.727488420664,"Heavy"
"2016-P","917",766.490996526424,"Kuzunishi, Takamichi","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Prizewinner",9,347.674467698083,"Medium"
"2013-P","960",486.866489064074,"Joebstl, Horst",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Connecticut Field",9,220.838924648152,"Medium"
"2014-P","1075",551.573048650747,"Nibu, Aiko","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Blue Hubbard",9,250.189326365618,"Medium"
"2017-P","1472",174.464480002771,"Andrea, Gervasoni",NA,"Lombardy","Italy","Festa della zucca di sale","Unknow","Unknow",193.075953185831,182.30147052081,0.99022756157433,"Autumn Gold",9,79.1357569652743,"Light"
"2019-P","1131",452.540471730218,"Buechinger, Michael","Ernstbrunn","Lower Austria","Austria","Gartenbauschule Langenlois","1789 Paton","sibb",272.318240615076,489.153924185221,0,"Wolf",9,205.268905093028,"Medium"
"2017-P","1247",358.353779386885,"Boeck, Alexander","Kreutstetten","Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,NA,0,"Jack O'Lantern",9,162.546540090554,"Light"
"2014-P","949",693.04458952376,"Mori, Guagnetti",NA,"Other","Italy","Campionato dello Zuccone","829 Cutrupi","1490 Cutrupi",NA,743.417117220124,0,"Spirit",9,314.35973787776,"Medium"
"2018-P","998",615.042616881079,"Schoffnegger, Armin",NA,"Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Dill's Atlantic",9,278.978638242091,"Medium"
"2015-P","1288",444.0826289626,"Vito, Marino",NA,"Other","Italy","Festa della zucca di sale",NA,NA,271.990711119168,431.915940011166,7.86778520206049,"Howden",9,201.432492146976,"Medium"
"2021-P","493",1003.72934376263,"Rodler, Rita",NA,"Lower Austria","Austria","Austrian Weigh-off","1766.5 Kline","1395.5 Weisshaeupl 18",341.389057482728,1026.1208041412,0,"Big Moose",9,455.283971875836,"Heavy"
"2021-P","1026",383.465952104739,"Melka, Friedrich","Wien","Vienna","Austria","Leiserberge Weigh-off","1584 Melka","open",280.566198680024,NA,0,"Champion",9,173.937230029495,"Light"
"2018-P","1700",78.1451839417151,"Mitoyo Junior Chamber","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Early Giant",9,35.4460591882085,"Light"
"2018-P","1714",64.2872314716961,"Honda, Chiwako","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,29.1601976839852,"Light"
"2014-P","EXH",79.0896940561538,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Casper",9,35.8744817695057,"Light"
"2013-P","1495",84.046007367359,"Bartoli, Gabriella","Perugia","Other","Italy","Pesa la Zucca! Foiano",NA,NA,158.271457752447,99.3260327248102,0,"Jack O'Lantern",9,38.1226276707978,"Light"
"2018-P","1742",33.1743972145872,"Sudou, Youichi","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,15.047653455886,"Light"
"2015-P","1705",116.277502673398,"Forino, Salvatore",NA,"Other","Italy","Festa della zucca di sale",NA,NA,171.006012382101,NA,2.93643501148161,"Casper",9,52.7425880153079,"Light"
"2018-P","EXH",746.442610126033,"Puchner, Thomas","Pruggern","Styria","Austria","Austrian Weigh-off","918 Schieder","2048 Willemijns",0,0,0,"Connecticut Field",9,338.580672596053,"Medium"
"2019-P","1701",46.5238816295127,"Kakiki, Ryoga","Shizuoka","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Howden",9,21.1028777299301,"Light"
"2017-P","907",602.768870475034,"Boschi, Valerio","Poggiridenti","Lombardy","Italy","Sfida degli Zucconi della Brianza","1636 Deletas","self",306.403680293275,620.568483183914,1.00420878034771,"Wolf",9,273.411360520994,"Medium"
"2014-P","1486",245.137004340976,"Biondi, Carlo","Dragoni","Other","Italy","Pesa la Zucca! Foiano",NA,NA,220.895219240596,224.660645852665,2.87356312002767,"Big Max",9,111.192274773723,"Light"
"2017-P","919",619.678505693954,"Cocozza, Michele","Foiano della Chiana","Tuscany","Italy","Campionato dello Zuccone",NA,NA,318.721029854939,674.152702609698,0,"Early Giant",9,281.081442035779,"Medium"
"2020-P","1119",306.354927394176,"Kuzunishi, Takamichi","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,138.960257577902,"Light"
"2016-P","1658",15.2583631006332,"Kobayashi, Hiroshi","Takamatsu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,6.92107708113677,"Light"
"2021-P","493",1013.05898475182,"Schodl, Josef","Ernstbrunn","Lower Austria","Austria","Austrian Weigh-off","1766.5 Kline","1395.5 Weisshaeupl 18",381.280032504125,1121.78275927484,0,"Blue Hubbard",9,459.515825843374,"Heavy"
"2018-P","983",627.519151583323,"Joebstl, Horst","Gols","Burgenland","Austria","Austrian Weigh-off","2307 Wallace DMG","1835 Werner",0,0,0,"Wolf",9,284.637899187069,"Medium"
"2018-P","1228",410.237151304566,"Nagai, Tominaga","Kanonji","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Big Moose",9,186.080441722287,"Medium"
"2020-P","711",744.704688660658,"Archetti, Paolo","Castelfiorentino","Tuscany","Italy","Campionato dello Zuccone","923.7 Asta","Open",316.361940741073,781.444025883621,0,"Big Max",9,337.7923646797,"Medium"
"2014-P","452",1181.29811814396,"Daniele, Farina","Pontedera","Other","Italy","Campionato dello Zuccone","1490 Cutrupi","Open",377.847286075575,1046.15762085209,3.85797893625168,"Howden",9,535.827813085461,"Heavy"
"2014-P","1715",71.9332162320729,"Suardi, Alberto","Perugia","Other","Italy","Pesa la Zucca! Foiano",NA,NA,151.935172963915,80.4826227831095,0,"Autumn Gold",9,32.6283580324284,"Light"
"2018-P","EXH",659.894373263949,"Benedikt, Gottfried","St. Margarethen","Carinthia","Austria","Austrian Weigh-off","1415 Melka",NA,0,0,0,"Howden",9,299.323052718459,"Medium"
"2014-P","1274",414.621333275596,"Cutrupi, Stefano","Arezzo","Other","Italy","Campionato dello Zuccone","952 Bartoli","Open",NA,378.29140205164,3.07651550128238,"Autumn Gold",9,188.069073213037,"Medium"
"2018-P","1739",38.0895835356479,"Sakaide Junior Chamber",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Early Giant",9,17.2771444682475,"Light"
"2019-P","DMG",734.847966973313,"Malentacchi, Alvaro","Goito","Lombardy","Italy","Sfida degli Zucconi della Brianza","1761,5 Cutrupi","Self",304.144881892938,NA,11.1371894546464,"Big Moose",9,333.321430929107,"Medium"
"2020-P","DMG",1152.79751658781,"Gregori, Stefano","Pietravairano","Campania","Italy","Campionato dello Zuccone","561 Ragosta","Self",366.947965178124,1106.85225532919,5.87127187446344,"Early Giant",9,522.900157679181,"Heavy"
"2015-P","1782",37.4121461503081,"kemifakabukabochakurabu, Kikkomanbaio","Nagano","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,16.9698640391046,"Light"
"2014-P","1674",106.495628177966,"Ghirardelli, Elisabetta",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,184.129328774608,148.413173915246,0,"Early Giant",9,48.3056043798826,"Light"
"2020-P","1380",40.7317181828549,"Group home Ainosato","Toyoake","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,18.4755965847333,"Light"
"2019-P","1660",81.3379179801757,"Chamber of Commerce (youth), Tonosho Town",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,36.8942589874935,"Light"
"2020-P","1373",55.2729844465418,"Hanai, Tamekazu","Izumo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,25.07140401208,"Light"
"2018-P","1179",508.439730681011,"Dellamassa, Sonia","Umbertide","Umbria","Italy","Pesa la Zucca! Foiano",NA,NA,289.731754413797,554.684708501466,0,"Big Max",9,230.624382441761,"Medium"
"2019-P","529",906.895950127496,"Rodler, Bernd",NA,"Lower Austria","Austria","Gartenbauschule Langenlois","1527 Melka","1527 Melka",330.930657888874,945.559667891716,1.98439128988341,"Rouge Vif d’Etampes",9,411.361083361733,"Heavy"
"2018-P","524",941.783295909708,"Chiti, Davide","Garlate","Lombardy","Italy","Sfida degli Zucconi della Brianza","2016,60 Boonenherman","Self",333.307703813037,945.216500532127,5.25376461558518,"Big Max",9,427.185717218096,"Heavy"
"2021-P","858",554.862108595749,"Hoefler, Norbert","Retz","Lower Austria","Austria","Austrian Weigh-off","Biermans",NA,273.732397084562,613.729576539524,0,"Casper",9,251.681218861143,"Medium"
"2014-P","513",986.463786560538,"Kimata, Yasuo","Marugame, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",9,447.452446865169,"Heavy"
"2015-P","1325",385.694468769406,"Prandi, Giuseppe","Valiano di Montepulciano","Tuscany","Italy","Campionato dello Zuccone",NA,NA,233.749429405374,362.682483874546,4.91866415336312,"Autumn Gold",9,174.948068185006,"Light"
"2015-P","882",891.989798740811,"Barreca, Alessandro",NA,"Other","Italy","Festa della zucca di sale",NA,NA,345.869699625957,748.253856726616,NA,"Connecticut Field",9,404.599766826667,"Heavy"
"2018-P","746",864.297898002832,"koko 1, Izumonorin","Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",9,392.038931941123,"Heavy"
"2020-P","1023",416.428558119938,"Mathias, Franz","Gross Gerungs","Lower Austria","Austria","Austrian Weigh-off","Wallace",NA,253.131762863989,366.019429643902,8.66997455007546,"Prizewinner",9,188.888816613305,"Medium"
"2019-P","EXH",979.786209263106,"Ondelli, Franco","Castelfiorentino","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,304.732917090049,712.840877421459,35.4847194863914,"Spirit",9,444.423548752968,"Heavy"
"2018-P","1179",445.742786088659,"Gervasoni, Marta","Umbertide","Umbria","Italy","Pesa la Zucca! Foiano",NA,NA,268.919446843186,485.76207145374,0,"Early Giant",9,202.185526752358,"Medium"
"2018-P","351",1317.99858191794,"Gartenbauschule Langenlois, Team Schaugarten","Bad Voeslau","Lower Austria","Austria","Austrian Weigh-off","2269 Paton","2145 McMullen",409.294525976182,1571.49182569415,0,"Casper",9,597.834100428797,"Heavy"
"2017-P","587",981.701124472804,"Horikawa, Masaru","Shodoshima","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Blue Hubbard",9,445.292139681284,"Heavy"
"2017-P","EXH",592.893753850876,"Ricci, Giulio","Foiano","Tuscany","Italy","Campionato dello Zuccone",NA,NA,302.265930348409,614.863794847091,0,"Early Giant",9,268.932082967416,"Medium"
"2019-P","1076",477.761287738965,"Asta, Carmelo","Foiano della chiana","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,288.755513938096,540.694257183385,0,"Casper",9,216.708874799769,"Medium"
"2019-P","1010",570.620656013044,"Arigucci, Gabriele","Radda in Chianti","Tuscany","Italy","Campionato dello Zuccone","1641 Team Petrelli","Self",285.788130009392,NA,4.08694139877275,"Connecticut Field",9,258.829175731911,"Medium"
"2013-P","1171",329.990842195308,"Mihara, Noriko","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,149.681328189666,"Light"
"2016-P","1474",211.894035675331,"Briini, Bruno-Tiziana-Gino",NA,"Tuscany","Italy","Campionato dello Zuccone",NA,NA,226.067821594618,272.011126025018,0,"Champion",9,96.1135178308381,"Light"
"2013-P","EXH",685.321019818504,"Kloch, Kevin",NA,"Other","Austria","Austrian Weigh-off","Ghaye",NA,NA,768.436455755926,0,"Wolf",9,310.856385590292,"Medium"
"2019-P","951",559.372599191544,"Andreoli, Gianfranco","Lumezzane","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","Unknow","Self",281.868234573574,601.454689255202,0,"Dill's Atlantic",9,253.727142980352,"Medium"
"2018-P","1669",92.3852966511292,"Ueno, Tuyoshi","Kurashiki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,NA,"Jack O'Lantern",9,41.9052656611388,"Light"
"2013-P","1106",401.87572003477,"Bertone, Andrea",NA,"Other","Italy","Festa della zucca di sale",NA,NA,258.258435622906,367.455380854478,9.22333051446094,"Atlantic Giant",9,182.287760296028,"Medium"
"2019-P","881",655.050033322787,"Puchner, Thomas","Bad Voeslau","Lower Austria","Austria","Austrian Weigh-off","2043 Clementz","1527.5 Melka",308.275380310538,708.866561649787,0,"Atlantic Giant",9,297.125697083462,"Medium"
"2015-P","995",642.497420439226,"Alice, Mora","Grosseto","Other","Italy","Campionato dello Zuccone","1488 Cutrupi est-dmg","Open",310.499255229875,NA,8.03466556087916,"Howden",9,291.431927655915,"Medium"
"2013-P","342",986.023237893109,"Topini, Cinzia","Chivasso","Other","Italy","Festa della zucca di sale","1495 steels","1789 Wallace",347.173961472285,899.961139397522,12.5312409365881,"Casper",9,447.252617351009,"Heavy"
"2013-P","456",889.983423162541,"Mosti, Rossano","Arezzo","Other","Italy","Festa della zucca di sale","948 Young","1321 Checkon",NA,816.373273021649,8.79008422398452,"Rouge Vif d’Etampes",9,403.68969017301,"Heavy"
